都道府県名,団体名拠点名,〒,住所
北海道,鬼鹿幼児あそびクラブ,078-3441,留萌郡小平町字鬼鹿港町287番地の1小平町立鬼鹿診療所
北海道,古丹別地域子育て支援センター,078-3621,苫前郡苫前町字古丹別196の49古丹別保育所
北海道,苫前地域子育て支援センター,078-3701,苫前郡苫前町字苫前161番地の6
北海道,羽幌町子育て支援センター,078-4106,苫前郡羽幌町南6条3丁目
北海道,にょきにょき,078-8233,旭川市豊岡3条3丁目豊岡蘭契保育園
北海道,ぴょんぴょん,078-8308,旭川市旭神町22番地54旭川あゆみ幼稚園
北海道,奈井江町子育て支援センター,079-0313,空知郡奈井江町字奈井江町245番地8
北海道,妹背牛町子育て支援センター,079-0500,雨竜郡妹背牛町字妹背牛4313番地12妹背牛町立保育所
北海道,赤平市子育て支援センター,079-1134,赤平市泉町2丁目2番地の1
北海道,おひさまの会,07９-２２０１,勇払郡占冠村字中央
北海道,ほっとほたる,079-8431,旭川市永山町5丁目永山ほたる保育園
北海道,"帯広市地域子育て支援センターいなだ
(稲田保育園)",080-0025,帯広市西15条南40丁目2番地1稲田保育園
北海道,"帯広市地域子育て支援センターこでまり
(こでまり保育園)",080-0044,帯広市西14条北2丁目1番地8こでまり保育園
北海道,"帯広市地域子育て支援センターすずらん
（すずらん保育所）",080-0058,帯広市柏林台西町5丁目1番地すずらん保育所
北海道,音更子育て支援センター,080-0104,河東郡音更町新通9丁目3番地
北海道,「きの」子育て支援センター,080-0112,河東郡音更町木野東通4丁目2木野南保育園
北海道,柳町子育て支援センター,080-0122,河東郡音更町柳町仲区16番地柳町保育園
北海道,子育て支援センター「すずらん」,080-0309,河東郡音更町中鈴蘭元町2番地10鈴蘭保育園
北海道,"帯広市子育て支援総合センター
（保健福祉センター）",080-0808,帯広市東8条南13丁目1番地保健福祉センター
北海道,"帯広市地域子育て支援センターあじさい
(あじさい保育園)",080-0809,帯広市東9条南19丁目1番地1あじさい保育園
北海道,"帯広市地域子育て支援センターもりのこ
(森の子保育園)",080-0838,帯広市大空町1丁目12番地森の子保育園
北海道,士幌町子育て支援センター,080-1189,河東郡士幌町字中士幌西2線80番地25
北海道,上士幌町子育て支援センター,080-1408,河東郡上士幌町字上士幌東3線238番地
北海道,"帯広市地域子育て支援センターつばさ
（つばさ保育所）",080-2472,帯広市西22条南3丁目13番地1つばさ保育所
北海道,新得町子どもセンター「なかよし」,081-0011,上川郡新得町1条南2丁目14
北海道,鹿追町子育て支援センター,081-0216,河東郡鹿追町鹿追北2線8番地101
北海道,芽室町子育て支援センターげんき,082-0062,河西郡芽室町西2条南6丁目1めむろてつなん保育所
北海道,池田町子どもセンター,083-0022,中川郡池田町西2条10丁目2番地の1池田保育園
北海道,釧路風の子認定こども園子育て支援センター,084-0905,釧路市鳥取南7丁目2番9号
北海道,釧路市西部子育て支援拠点センター,084-0907,釧路市鳥取北4丁目21番8号
北海道,釧路市親子つどいの広場昭和,084-0910,釧路市昭和中央4丁目7番1号昭和中央児童センター
北海道,釧路市中部子育て支援拠点センター,085-0061,釧路市芦野3丁目10番9号2階芦野保育園
北海道,釧路はるとり保育園子育て支援センター,085-0806,釧路市武佐1丁目3番5号釧路はるとり保育園
北海道,鶴居子育て支援センター,085-1203,阿寒郡鶴居村鶴居西6丁目2番地鶴居村子どもセンター「こすもす」 
北海道,別海町子育て支援センター,086-0211,野付郡別海町別海寿町1番地
北海道,中標津町児童センター子育てルーム,086-1008,中標津町東8条南3丁目2-3中標津町児童センター「みらいる」
北海道,中標津町なかよし児童館,086-1054,標津郡中標津町東14条北4丁目
北海道,親子ふれあいひろば,086-1451,標津郡標津町字川北基線12番地川北生涯学習センター
北海道,標津町親子交流舘｢おひさま｣,086-1652,標津郡標津町南2条西4丁目1番3号認定こども園あおぞら
北海道,羅臼町子育て支援センター,086-1841,目梨郡羅臼町八木浜町30子ども発達支援センターありんこ
北海道,根室市子育て相談所,087-0044,根室市松本町1丁目14番地
北海道,白糠町子育て支援センター,088-0575,白糠郡白糠町西庶路学園通1丁目1番地
北海道,つくし保育所子育て支援センター,088-0623,釧路郡釧路町光和3丁目10番地つくし保育所
北海道,さくら保育園子育て支援センター,088-0627,釧路郡釧路町東陽西1丁目24番地さくら保育園
北海道,厚岸町子育て支援センター,088-1111,厚岸郡厚岸町奔渡2丁目1番地
北海道,茶内子育て支援センター,088-1365,厚岸郡浜中町茶内橋北東40番地茶内保育所
北海道,霧多布子育て支援センター,088-1553,厚岸郡浜中町霧多布西3条1丁目4番地霧多布保育所
北海道,標茶町子育て支援センター,088-2311,川上郡標茶町開運4丁目2番地ふれあい交流センター
北海道,中標津町計根別児童館,088-2682,標津郡中標津町計根別南2条東3丁目1番地
北海道,清水町子育て支援センター,089-0111,上川郡清水町南3条2丁目1-1清水町保健福祉センター 
北海道,幕別子育て支援センター,089-0537,中川郡幕別町札内北栄町23番地の1札内さかえ保育所
北海道,中札内村子育て支援センター,089-1341,河西郡中札内村東4条南7丁目1-2中札内村 村民体育館
北海道,更別村地域子育て支援センター,089-1532,河西郡更別村字更別南1線97番地17どんぐり保育園
北海道,上更別地域子育て支援センター,089-1583,河西郡更別村字上更別南13線105番地27認定こども園上更別幼稚園
北海道,忠類子育て支援センター,089-1701,中川郡幕別町忠類白銀町402番地1
北海道,本別町子育て支援センター,089-3314,中川郡本別町南3丁目16番地4認定こども園ほんべつ
北海道,"（あしょろ子どもセンター）
足寄町子育て支援センター",089-3703,足寄郡足寄町北3条1丁目5番地1認定こども園どんぐり
北海道,陸別町子育て支援センター,089-4300,足寄郡陸別町字陸別東2条3丁目2陸別町保健センター
北海道,豊頃町子育て支援センター,089-5313,中川郡豊頃町茂岩栄町4番地こどもプラザとよころ
北海道,浦幌町立子育て支援センター,089-5612,十勝郡浦幌町字東山町4番地2浦幌町認定こども園
北海道,中央子育て相談センター,090-0029,北見市北9条東2丁目2
北海道,緑が丘遊子児童館,090-0067,北見市緑ヶ丘5丁目9-14緑ヶ丘遊子児童館
北海道,小泉子育て相談センター,090-0801,北見市春光町6丁目7-13
北海道,常盤子育て相談センター,090-0817,北見市常盤町1丁目1-4
北海道,光西子育て支援センター,090-0835,北見市光西町178-5光西認定こども園
北海道,留辺蘂子育て相談センター,091-0025,北見市留辺蘂町旭北41番地13
北海道,美幌町子育て支援センター,092-0015,網走郡美幌町字新町1丁目37番地の1美幌町コミュニティセンター
北海道,こどもの杜子育て支援センター,092-0292,網走郡津別町字新町21番地
北海道,"網走市地域子育て支援センター
「ひまわり」",093-0033,網走市駒場北4丁目2-18網走市立ひまわり保育園
北海道,"網走市地域子育て支援センター
「どんぐり」",093-0080,網走市北10条西3丁目9番地
北海道,常呂子育て相談センター,093-0210,北見市常呂町字常呂539番地4
北海道,佐呂間町子育て支援センター,093-0504,常呂郡佐呂間町字西富24-4佐呂間保育所
北海道,紋別市子育て支援センター,094-0005,紋別市幸町6丁目28番1号紋別市保健センター
北海道,つどいの広場「きら」あさひ,095-0401,士別市朝日町中央4040番地 朝日総合支所１　和室
北海道,"名寄市地域子育て支援センター
ひまわりらんど",096-0013,名寄市西2条南9丁目16番地1
北海道,名寄市子育て支援センターちゅうりっぷ,096-0015,名寄市西5条南2丁目10番地認定こども園名寄大谷幼稚園
北海道,"子育て支援センター
「ほっと」",097-0004,稚内市緑4-5-32きらきら保育園
北海道,"乳幼児子育て応援センター
「キッズなかよしルーム」",097-0012,稚内市富岡4-18稚内富岡保育園
北海道,"子育て支援センター
「るーえん」",097-0022,稚内市中央2-16-12オアシス保育園
北海道,利尻町子育て支援センター,097-0401,利尻郡利尻町沓形字日出町63沓形保育所
北海道,和寒町子育て支援センター,098-0111,上川郡和寒町字三笠96番地
北海道,剣淵町子育て支援センター,098-0331,上川郡剣淵町西町4番1号剣淵町保育所
北海道,風連町子育て支援センターこぐま,098-0507,名寄市風連町西町284番地1風連幼稚園
北海道,下川町子育て支援センター,098-1204,上川郡下川町南町411下川町幼児センター子供の森
北海道,西興部村地域子育て支援センター「里住夢（りずむ）」,098-1501,紋別郡西興部村字西興部108番地1
北海道,雄武町子育て支援センター,098-1702,紋別郡雄武町字雄武1090番地
北海道,美深町子育て支援センター,098-2251,美深町字西1条北5丁目4美深町幼児センター
北海道,"中川町子育て支援センター
「まめちょ」",098-2802,中川郡中川町字中川217番地2中川町生涯学習センターちゃいむ
北海道,幌延町子育て支援センター,098-3221,天塩郡幌延町栄町7番地2幌延町認定こども園たんたん
北海道,遠別町子育て支援センター,098-3543,天塩郡遠別町字本町5丁目幼児センター「きらり」 
北海道,豊富町子育て支援センター,098-4121,天塩郡豊富町東1条5丁目豊富町立保育園
北海道,中頓別町子育て支援センター,098-5551,枝幸郡中頓別町字中頓別182番地4中頓別町民センター 
北海道,浜頓別町地域子育て支援センター,098-5711,枝幸郡浜頓別町北1条5丁目1番地浜頓別町こども園
北海道,枝幸地域子育て支援センター,098-5823,枝幸郡枝幸町三笠町772番地12　枝幸町役場内
北海道,鬼志別保育所子育て支援ｾﾝﾀｰ,098-6234,宗谷郡猿払村鬼志別北町131番地鬼志別保育所
北海道,置戸町こどもセンター,099-1100,常呂郡置戸町字置戸398ｰ85置戸町こどもセンター・どんぐり
